id,token_type,draw_group,group_common,switch_open,item_id,item_count,item_weight,in_level,out_level,show_preview
配置索引,代币类型,功能组,类别注释,启用开关（1启用，0不启用[占坑]）,生效变量,生效个数,权重（同一功能组有效),出现等级,关闭等级,是否展示
int,int,int,string,int,int,int,int,int,int,int
1,-1,0,"",1,20236001,1,800,1,99,0
2,-1,0,"",1,20236002,1,800,1,99,0
3,-1,0,"",1,28810013,1,100,1,99,1
4,-1,0,"",1,28810015,1,100,1,99,1
5,-1,0,"",1,28810002,1,20,1,99,1
6,-1,0,"",1,28810019,1,100,1,99,1
7,-1,0,"",1,28810031,1,100,1,99,1
8,-1,0,"",1,20234013,4,300,1,99,0
9,-1,0,"",1,20234015,4,300,1,99,0
10,-1,0,"",1,20234002,4,280,1,99,0
11,-1,0,"",1,20234019,4,300,1,99,0
12,-1,0,"",1,20234031,4,300,1,99,0
13,-1,0,"",1,20233001,4,200,1,99,0
14,-1,0,"",1,20234001,4,300,1,99,0
15,-1,0,"",1,28810020,1,20,1,99,1
16,-1,0,"",1,28810004,1,20,1,99,1
17,-1,0,"",1,28810011,1,0,1,99,0
18,-1,0,"",1,28810018,1,20,1,99,1
19,-1,0,"",1,28810027,1,20,1,99,1
20,-1,0,"",1,20234020,4,280,1,99,0
21,-1,0,"",1,20234004,4,280,1,99,0
22,-1,0,"",1,20234011,4,0,1,99,0
23,-1,0,"",1,20234018,4,280,1,99,0
24,-1,0,"",1,20234027,4,280,1,99,0
25,-1,0,"",1,30101003,1,300,1,99,0
26,-1,0,"",1,30101004,1,50,1,99,0
27,-1,0,"",1,30101005,1,10,1,99,0
28,-1,0,"",1,30102003,1,300,1,99,0
29,-1,0,"",1,30102004,1,50,1,99,0
30,-1,0,"",1,30102005,1,10,1,99,0
31,-1,0,"",1,30103003,1,300,1,99,0
32,-1,0,"",1,30103004,1,50,1,99,0
33,-1,0,"",1,30103005,1,10,1,99,0
34,-1,0,"",1,30104003,1,300,1,99,0
35,-1,0,"",1,30104004,1,50,1,99,0
36,-1,0,"",1,30104005,1,10,1,99,0
37,-1,0,"",1,30105003,1,300,1,99,0
38,-1,0,"",1,30105004,1,50,1,99,0
39,-1,0,"",1,30105005,1,10,1,99,0
40,-1,0,"",1,30106003,1,300,1,99,0
41,-1,0,"",1,30106004,1,50,1,99,0
42,-1,0,"",1,30106005,1,10,1,99,0
43,-1,0,"",1,30107003,1,300,1,99,0
44,-1,0,"",1,30107004,1,50,1,99,0
45,-1,0,"",1,30107005,1,10,1,99,0
46,-1,0,"",1,30108003,1,300,1,99,0
47,-1,0,"",1,30108004,1,50,1,99,0
48,-1,0,"",1,30108005,1,10,1,99,0
49,-1,0,"",1,30109003,1,300,1,99,0
50,-1,0,"",1,30109004,1,50,1,99,0
51,-1,0,"",1,30109005,1,10,1,99,0
52,-1,0,"",1,20121003,2,800,1,99,0
53,-1,0,"",1,20236021,1,80,1,99,0
54,-1,0,"",1,20236022,1,80,1,99,0
55,-1,0,"",1,20233005,1,600,1,99,0
56,-1,1,"",1,28810013,1,1900,1,99,0
57,-1,1,"",1,28810015,1,1900,1,99,0
58,-1,1,"",1,28810002,1,480,1,99,0
59,-1,1,"",1,28810019,1,1900,1,99,0
60,-1,1,"",1,28810031,1,1900,1,99,0
61,-1,1,"",1,28810020,1,480,1,99,0
62,-1,1,"",1,28810004,1,480,1,99,0
63,-1,1,"",1,28810011,1,0,1,99,0
64,-1,1,"",1,28810018,1,480,1,99,0
65,-1,1,"",1,28810027,1,480,1,99,0
66,-1,2,"",1,20234003,1,150,1,99,0
67,-1,2,"",1,20234006,1,150,1,99,0
68,-1,2,"",1,20234009,1,150,1,99,0
69,-1,2,"",1,20234010,1,150,1,99,0
70,-1,2,"",1,20234014,1,150,1,99,0
71,-1,2,"",1,20234022,1,150,1,99,0
72,-1,2,"",1,20234024,1,150,1,99,0
73,-1,2,"",1,20234029,1,150,1,99,0
74,-1,2,"",1,20234013,1,125,1,99,0
75,-1,2,"",1,20234015,1,125,1,99,0
76,-1,2,"",1,20234002,1,50,1,99,0
77,-1,2,"",1,20234019,1,125,1,99,0
78,-1,2,"",1,20234031,1,125,1,99,0
79,-1,2,"",1,20234020,1,50,1,99,0
80,-1,2,"",1,20234004,1,50,1,99,0
81,-1,2,"",1,20234011,1,0,1,99,0
82,-1,2,"",1,20234018,1,50,1,99,0
83,-1,2,"",1,20234027,1,50,1,99,0
84,-1,2,"",1,28810003,1,50,1,99,0
85,-1,2,"",1,28810006,1,50,1,99,0
86,-1,2,"",1,28810009,1,50,1,99,0
87,-1,2,"",1,28810010,1,50,1,99,0
88,-1,2,"",1,28810014,1,50,1,99,0
89,-1,2,"",1,28810022,1,50,1,99,0
90,-1,2,"",1,28810024,1,50,1,99,0
91,-1,2,"",1,28810029,1,50,1,99,0
92,-1,2,"",1,28810013,1,10,1,99,0
93,-1,2,"",1,28810015,1,10,1,99,0
94,-1,2,"",1,28810002,1,2,1,99,0
95,-1,2,"",1,28810019,1,10,1,99,0
96,-1,2,"",1,28810031,1,10,1,99,0
97,-1,2,"",1,28810020,1,2,1,99,0
98,-1,2,"",1,28810004,1,2,1,99,0
99,-1,2,"",1,28810011,1,0,1,99,0
100,-1,2,"",1,28810018,1,2,1,99,0
101,-1,2,"",1,28810027,1,2,1,99,0
102,-1,2,"",1,20233001,1,150,1,99,0
103,-1,2,"",1,20234001,1,150,1,99,0
104,-1,2,"",1,30101001,1,100,1,99,0
105,-1,2,"",1,30101002,1,30,1,99,0
106,-1,2,"",1,30101003,1,10,1,99,0
107,-1,2,"",1,30102001,1,100,1,99,0
108,-1,2,"",1,30102002,1,30,1,99,0
109,-1,2,"",1,30102003,1,10,1,99,0
110,-1,2,"",1,30103001,1,100,1,99,0
111,-1,2,"",1,30103002,1,30,1,99,0
112,-1,2,"",1,30103003,1,10,1,99,0
113,-1,2,"",1,30104001,1,100,1,99,0
114,-1,2,"",1,30104002,1,30,1,99,0
115,-1,2,"",1,30104003,1,10,1,99,0
116,-1,2,"",1,30105001,1,100,1,99,0
117,-1,2,"",1,30105002,1,30,1,99,0
118,-1,2,"",1,30105003,1,10,1,99,0
119,-1,2,"",1,30106001,1,100,1,99,0
120,-1,2,"",1,30106002,1,30,1,99,0
121,-1,2,"",1,30106003,1,10,1,99,0
122,-1,2,"",1,30107001,1,100,1,99,0
123,-1,2,"",1,30107002,1,30,1,99,0
124,-1,2,"",1,30107003,1,10,1,99,0
125,-1,2,"",1,30108001,1,100,1,99,0
126,-1,2,"",1,30108002,1,30,1,99,0
127,-1,2,"",1,30108003,1,10,1,99,0
128,-1,2,"",1,30109001,1,100,1,99,0
129,-1,2,"",1,30109002,1,30,1,99,0
130,-1,2,"",1,30109003,1,10,1,99,0
131,-1,2,"",1,30101004,1,2,1,99,0
132,-1,2,"",1,30101005,1,1,1,99,0
133,-1,2,"",1,30102004,1,2,1,99,0
134,-1,2,"",1,30102005,1,1,1,99,0
135,-1,2,"",1,30103004,1,2,1,99,0
136,-1,2,"",1,30103005,1,1,1,99,0
137,-1,2,"",1,30104004,1,2,1,99,0
138,-1,2,"",1,30104005,1,1,1,99,0
139,-1,2,"",1,30105004,1,2,1,99,0
140,-1,2,"",1,30105005,1,1,1,99,0
141,-1,2,"",1,30106004,1,2,1,99,0
142,-1,2,"",1,30106005,1,1,1,99,0
143,-1,2,"",1,30107004,1,2,1,99,0
144,-1,2,"",1,30107005,1,1,1,99,0
145,-1,2,"",1,30108004,1,2,1,99,0
146,-1,2,"",1,30108005,1,1,1,99,0
147,-1,2,"",1,30109004,1,2,1,99,0
148,-1,2,"",1,30109005,1,1,1,99,0
149,-1,2,"",1,20121002,1,400,1,99,0
150,-1,2,"",1,20121003,1,100,1,99,0
151,-1,2,"",1,20236003,5,1000,1,99,0
152,-1,2,"",1,20230001,1,200,1,99,0
153,-1,2,"",1,20230002,1,200,1,99,0
154,-1,2,"",1,20230003,1,200,1,99,0
155,-1,2,"",1,20231001,1,30,1,99,0
156,-1,2,"",1,20231002,1,30,1,99,0
157,-1,2,"",1,20231003,1,30,1,99,0
158,-1,2,"",1,20231004,1,30,1,99,0
159,-1,2,"",1,20231005,1,30,1,99,0
160,-1,2,"",1,20231006,1,30,1,99,0
161,-1,2,"",1,20231007,1,30,1,99,0
162,-1,2,"",1,20231008,1,30,1,99,0
163,-1,2,"",1,20231009,1,30,1,99,0
164,-1,2,"",1,20231010,1,30,1,99,0
165,-1,2,"",1,20231011,1,30,1,99,0
166,-1,2,"",1,20231012,1,30,1,99,0
167,-1,2,"",1,20231013,1,30,1,99,0
168,-1,2,"",1,20231014,1,30,1,99,0
169,-1,2,"",1,20231015,1,30,1,99,0
170,-1,2,"",1,20231016,1,30,1,99,0
171,-1,2,"",1,20231017,1,30,1,99,0
172,-1,2,"",1,20231018,1,30,1,99,0
173,-1,2,"",1,20231019,1,30,1,99,0
174,-1,2,"",1,20231020,1,30,1,99,0
175,-1,2,"",1,20231021,1,30,1,99,0
176,-1,2,"",1,20231022,1,30,1,99,0
177,-1,2,"",1,20231023,1,30,1,99,0
178,-1,2,"",1,20231024,1,30,1,99,0
179,-1,2,"",1,20231025,1,30,1,99,0
180,-1,2,"",1,20231026,1,30,1,99,0
181,-1,2,"",1,20231027,1,30,1,99,0
182,-1,2,"",1,20231028,1,30,1,99,0
183,-1,2,"",1,20231029,1,30,1,99,0
184,-1,2,"",1,20231030,1,30,1,99,0
185,-1,2,"",1,20231031,1,30,1,99,0
186,-1,2,"",1,20231032,1,30,1,99,0
187,-1,2,"",1,20231033,1,30,1,99,0
188,-1,2,"",1,20231034,1,30,1,99,0
189,-1,2,"",1,20231035,1,30,1,99,0
190,-1,2,"",1,20231036,1,30,1,99,0
191,-1,2,"",1,20231037,1,30,1,99,0
192,-1,2,"",1,20231038,1,30,1,99,0
193,-1,2,"",1,20231039,1,30,1,99,0
194,-1,2,"",1,20231040,1,30,1,99,0
195,-1,2,"",1,20231041,1,30,1,99,0
196,-1,2,"",1,20231042,1,30,1,99,0
197,-1,2,"",1,20231043,1,30,1,99,0
198,-1,2,"",1,20231044,1,30,1,99,0
199,-1,2,"",1,20231045,1,30,1,99,0
200,-1,2,"",1,20231046,1,30,1,99,0
201,-1,2,"",1,20231047,1,30,1,99,0
202,-1,2,"",1,20231048,1,30,1,99,0
203,-1,2,"",1,20231049,1,30,1,99,0
204,-1,2,"",1,20231050,1,30,1,99,0
205,-1,2,"",1,20231051,1,30,1,99,0
206,-1,2,"",1,20231052,1,30,1,99,0
207,-1,2,"",1,20231053,1,30,1,99,0
208,-1,2,"",1,20231054,1,30,1,99,0
209,-1,2,"",1,20235001,5,1000,1,99,0
210,-1,2,"",1,20235002,2,500,1,99,0
211,-1,2,"",1,20236001,1,20,1,99,0
212,-1,2,"",1,20236002,1,20,1,99,0
213,-1,2,"",1,20236018,1,100,1,99,0
214,-1,2,"",1,20236019,1,62,1,99,0
215,-1,2,"",1,20236020,1,62,1,99,0
216,-1,2,"",1,20236021,1,10,1,99,0
217,-1,2,"",1,20236022,1,10,1,99,0
218,-1,2,"",1,20233004,1,400,1,99,0
219,-1,2,"",1,20233005,1,100,1,99,0
220,-1,3,"",1,28810003,1,25,1,99,1
221,-1,3,"",1,28810006,1,25,1,99,1
222,-1,3,"",1,28810009,1,25,1,99,1
223,-1,3,"",1,28810010,1,25,1,99,1
224,-1,3,"",1,28810014,1,25,1,99,1
225,-1,3,"",1,28810022,1,25,1,99,1
226,-1,3,"",1,28810024,1,25,1,99,1
227,-1,3,"",1,28810029,1,25,1,99,1
228,-1,3,"",1,20234003,1,200,1,99,0
229,-1,3,"",1,20234006,1,200,1,99,0
230,-1,3,"",1,20234009,1,200,1,99,0
231,-1,3,"",1,20234010,1,200,1,99,0
232,-1,3,"",1,20234014,1,200,1,99,0
233,-1,3,"",1,20234022,1,200,1,99,0
234,-1,3,"",1,20234024,1,200,1,99,0
235,-1,3,"",1,20234029,1,200,1,99,0
236,-1,3,"",1,20236003,1,800,1,99,0
237,-1,3,"",1,20236003,10,200,1,99,0
238,-1,3,"",1,20235001,1,800,1,99,0
239,-1,3,"",1,20235001,10,200,1,99,0
240,-1,3,"",1,20235002,1,400,1,99,0
241,-1,3,"",1,20235002,5,100,1,99,0
242,-1,3,"",1,20233001,1,200,1,99,0
243,-1,3,"",1,20234001,1,200,1,99,0
244,-1,3,"",1,20230001,1,250,1,99,0
245,-1,3,"",1,20230002,1,250,1,99,0
246,-1,3,"",1,20230003,1,250,1,99,0
247,-1,3,"",1,20231001,1,35,1,99,0
248,-1,3,"",1,20231002,1,35,1,99,0
249,-1,3,"",1,20231003,1,35,1,99,0
250,-1,3,"",1,20231004,1,35,1,99,0
251,-1,3,"",1,20231005,1,35,1,99,0
252,-1,3,"",1,20231006,1,35,1,99,0
253,-1,3,"",1,20231007,1,35,1,99,0
254,-1,3,"",1,20231008,1,35,1,99,0
255,-1,3,"",1,20231009,1,35,1,99,0
256,-1,3,"",1,20231010,1,35,1,99,0
257,-1,3,"",1,20231011,1,35,1,99,0
258,-1,3,"",1,20231012,1,35,1,99,0
259,-1,3,"",1,20231013,1,35,1,99,0
260,-1,3,"",1,20231014,1,35,1,99,0
261,-1,3,"",1,20231015,1,35,1,99,0
262,-1,3,"",1,20231016,1,35,1,99,0
263,-1,3,"",1,20231017,1,35,1,99,0
264,-1,3,"",1,20231018,1,35,1,99,0
265,-1,3,"",1,20231019,1,35,1,99,0
266,-1,3,"",1,20231020,1,35,1,99,0
267,-1,3,"",1,20231021,1,35,1,99,0
268,-1,3,"",1,20231022,1,35,1,99,0
269,-1,3,"",1,20231023,1,35,1,99,0
270,-1,3,"",1,20231024,1,35,1,99,0
271,-1,3,"",1,20231025,1,35,1,99,0
272,-1,3,"",1,20231026,1,35,1,99,0
273,-1,3,"",1,20231027,1,35,1,99,0
274,-1,3,"",1,20231028,1,35,1,99,0
275,-1,3,"",1,20231029,1,35,1,99,0
276,-1,3,"",1,20231030,1,35,1,99,0
277,-1,3,"",1,20231031,1,35,1,99,0
278,-1,3,"",1,20231032,1,35,1,99,0
279,-1,3,"",1,20231033,1,35,1,99,0
280,-1,3,"",1,20231034,1,35,1,99,0
281,-1,3,"",1,20231035,1,35,1,99,0
282,-1,3,"",1,20231036,1,35,1,99,0
283,-1,3,"",1,20231037,1,35,1,99,0
284,-1,3,"",1,20231038,1,35,1,99,0
285,-1,3,"",1,20231039,1,35,1,99,0
286,-1,3,"",1,20231040,1,35,1,99,0
287,-1,3,"",1,20231041,1,35,1,99,0
288,-1,3,"",1,20231042,1,35,1,99,0
289,-1,3,"",1,20231043,1,35,1,99,0
290,-1,3,"",1,20231044,1,35,1,99,0
291,-1,3,"",1,20231045,1,35,1,99,0
292,-1,3,"",1,20231046,1,35,1,99,0
293,-1,3,"",1,20231047,1,35,1,99,0
294,-1,3,"",1,20231048,1,35,1,99,0
295,-1,3,"",1,20231049,1,35,1,99,0
296,-1,3,"",1,20231050,1,35,1,99,0
297,-1,3,"",1,20231051,1,35,1,99,0
298,-1,3,"",1,20231052,1,35,1,99,0
299,-1,3,"",1,20231053,1,35,1,99,0
300,-1,3,"",1,20231054,1,35,1,99,0
301,-1,3,"",1,20121001,1,400,1,99,0
302,-1,3,"",1,20121002,1,100,1,99,0
303,-1,3,"",1,30101001,1,100,1,99,0
304,-1,3,"",1,30101002,1,30,1,99,0
305,-1,3,"",1,30101003,1,10,1,99,0
306,-1,3,"",1,30102001,1,100,1,99,0
307,-1,3,"",1,30102002,1,30,1,99,0
308,-1,3,"",1,30102003,1,10,1,99,0
309,-1,3,"",1,30103001,1,100,1,99,0
310,-1,3,"",1,30103002,1,30,1,99,0
311,-1,3,"",1,30103003,1,10,1,99,0
312,-1,3,"",1,30104001,1,100,1,99,0
313,-1,3,"",1,30104002,1,30,1,99,0
314,-1,3,"",1,30104003,1,10,1,99,0
315,-1,3,"",1,30105001,1,100,1,99,0
316,-1,3,"",1,30105002,1,30,1,99,0
317,-1,3,"",1,30105003,1,10,1,99,0
318,-1,3,"",1,30106001,1,100,1,99,0
319,-1,3,"",1,30106002,1,30,1,99,0
320,-1,3,"",1,30106003,1,10,1,99,0
321,-1,3,"",1,30107001,1,100,1,99,0
322,-1,3,"",1,30107002,1,30,1,99,0
323,-1,3,"",1,30107003,1,10,1,99,0
324,-1,3,"",1,30108001,1,100,1,99,0
325,-1,3,"",1,30108002,1,30,1,99,0
326,-1,3,"",1,30108003,1,10,1,99,0
327,-1,3,"",1,30109001,1,100,1,99,0
328,-1,3,"",1,30109002,1,30,1,99,0
329,-1,3,"",1,30109003,1,10,1,99,0
330,-1,3,"",1,20236018,1,200,1,99,0
331,-1,3,"",1,20236019,1,100,1,99,0
332,-1,3,"",1,20236020,1,100,1,99,0
333,-1,3,"",1,20233003,1,400,1,99,0
334,-1,3,"",1,20233004,1,100,1,99,0
335,-1,4,"",1,20234003,1,1000,1,99,0
336,-1,4,"",1,20234006,1,1000,1,99,0
337,-1,4,"",1,20234009,1,1000,1,99,0
338,-1,4,"",1,20234010,1,1000,1,99,0
339,-1,4,"",1,20234014,1,1000,1,99,0
340,-1,4,"",1,20234022,1,1000,1,99,0
341,-1,4,"",1,20234024,1,1000,1,99,0
342,-1,4,"",1,20234029,1,1000,1,99,0
343,-1,4,"",1,20234001,1,1000,1,99,0
344,-1,4,"",1,28810003,1,125,1,99,0
345,-1,4,"",1,28810006,1,125,1,99,0
346,-1,4,"",1,28810009,1,125,1,99,0
347,-1,4,"",1,28810010,1,125,1,99,0
348,-1,4,"",1,28810014,1,125,1,99,0
349,-1,4,"",1,28810022,1,125,1,99,0
350,-1,4,"",1,28810024,1,125,1,99,0
351,-1,4,"",1,28810029,1,125,1,99,0
352,-1,5,"",1,28810003,1,25,1,99,0
353,-1,5,"",1,28810006,1,25,1,99,0
354,-1,5,"",1,28810009,1,25,1,99,0
355,-1,5,"",1,28810010,1,25,1,99,0
356,-1,5,"",1,28810014,1,25,1,99,0
357,-1,5,"",1,28810022,1,25,1,99,0
358,-1,5,"",1,28810024,1,25,1,99,0
359,-1,5,"",1,28810029,1,25,1,99,0
360,-1,5,"",1,20234003,1,200,1,99,0
361,-1,5,"",1,20234006,1,200,1,99,0
362,-1,5,"",1,20234009,1,200,1,99,0
363,-1,5,"",1,20234010,1,200,1,99,0
364,-1,5,"",1,20234014,1,200,1,99,0
365,-1,5,"",1,20234022,1,200,1,99,0
366,-1,5,"",1,20234024,1,200,1,99,0
367,-1,5,"",1,20234029,1,200,1,99,0
368,-1,5,"",1,20236003,1,800,1,99,0
369,-1,5,"",1,20236003,10,200,1,99,0
370,-1,5,"",1,20235001,1,800,1,99,0
371,-1,5,"",1,20235001,10,200,1,99,0
372,-1,5,"",1,20235002,1,400,1,99,0
373,-1,5,"",1,20235002,5,100,1,99,0
374,-1,5,"",1,20233001,1,200,1,99,0
375,-1,5,"",1,20234001,1,200,1,99,0
376,-1,5,"",1,20230001,1,250,1,99,0
377,-1,5,"",1,20230002,1,250,1,99,0
378,-1,5,"",1,20230003,1,250,1,99,0
379,-1,5,"",1,20231001,1,35,1,99,0
380,-1,5,"",1,20231002,1,35,1,99,0
381,-1,5,"",1,20231003,1,35,1,99,0
382,-1,5,"",1,20231004,1,35,1,99,0
383,-1,5,"",1,20231005,1,35,1,99,0
384,-1,5,"",1,20231006,1,35,1,99,0
385,-1,5,"",1,20231007,1,35,1,99,0
386,-1,5,"",1,20231008,1,35,1,99,0
387,-1,5,"",1,20231009,1,35,1,99,0
388,-1,5,"",1,20231010,1,35,1,99,0
389,-1,5,"",1,20231011,1,35,1,99,0
390,-1,5,"",1,20231012,1,35,1,99,0
391,-1,5,"",1,20231013,1,35,1,99,0
392,-1,5,"",1,20231014,1,35,1,99,0
393,-1,5,"",1,20231015,1,35,1,99,0
394,-1,5,"",1,20231016,1,35,1,99,0
395,-1,5,"",1,20231017,1,35,1,99,0
396,-1,5,"",1,20231018,1,35,1,99,0
397,-1,5,"",1,20231019,1,35,1,99,0
398,-1,5,"",1,20231020,1,35,1,99,0
399,-1,5,"",1,20231021,1,35,1,99,0
400,-1,5,"",1,20231022,1,35,1,99,0
401,-1,5,"",1,20231023,1,35,1,99,0
402,-1,5,"",1,20231024,1,35,1,99,0
403,-1,5,"",1,20231025,1,35,1,99,0
404,-1,5,"",1,20231026,1,35,1,99,0
405,-1,5,"",1,20231027,1,35,1,99,0
406,-1,5,"",1,20231028,1,35,1,99,0
407,-1,5,"",1,20231029,1,35,1,99,0
408,-1,5,"",1,20231030,1,35,1,99,0
409,-1,5,"",1,20231031,1,35,1,99,0
410,-1,5,"",1,20231032,1,35,1,99,0
411,-1,5,"",1,20231033,1,35,1,99,0
412,-1,5,"",1,20231034,1,35,1,99,0
413,-1,5,"",1,20231035,1,35,1,99,0
414,-1,5,"",1,20231036,1,35,1,99,0
415,-1,5,"",1,20231037,1,35,1,99,0
416,-1,5,"",1,20231038,1,35,1,99,0
417,-1,5,"",1,20231039,1,35,1,99,0
418,-1,5,"",1,20231040,1,35,1,99,0
419,-1,5,"",1,20231041,1,35,1,99,0
420,-1,5,"",1,20231042,1,35,1,99,0
421,-1,5,"",1,20231043,1,35,1,99,0
422,-1,5,"",1,20231044,1,35,1,99,0
423,-1,5,"",1,20231045,1,35,1,99,0
424,-1,5,"",1,20231046,1,35,1,99,0
425,-1,5,"",1,20231047,1,35,1,99,0
426,-1,5,"",1,20231048,1,35,1,99,0
427,-1,5,"",1,20231049,1,35,1,99,0
428,-1,5,"",1,20231050,1,35,1,99,0
429,-1,5,"",1,20231051,1,35,1,99,0
430,-1,5,"",1,20231052,1,35,1,99,0
